fadingrandoms 6 7 1 0 1.0 1.0 0.86 0.0 0.0 0.1 0.0 0.0 0.0 0.0 0.25 1.0 1.0 0.0 0.0 0.06 0.65 0.54 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
orange_square 8 17 7 2 1.0 1.0 0.61 0.0 0.0 0.57 0.1 0.0 0.0 0.0 0.28 0.29 0.21 0.0 0.0 0.31 0.59 1.0 0.0 0.0 1.0 0.29 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
rotrainbplane 33 1 17 0 1.0 1.0 0.57 0.0 0.0 0.69 0.0 0.0 0.0 0.0 0.13 0.31 0.55 0.0 0.0 0.31 0.46 0.31 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
orange_bowl 2 14 13 0 1.0 1.0 0.0 0.0 0.0 0.71 0.31 0.48 0.0 0.0 0.2 0.38 0.17 0.06 0.0 0.63 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
s2l_donut 5 17 3 6 1.0 1.0 0.0 0.0 0.0 0.35 0.29 0.0 0.0 0.0 0.16 0.74 0.63 0.0 0.0 0.33 0.67 0.44 0.39 0.0 1.0 0.19 0.2 0.28 0.0 0.0 0.0 0.0 0.0 0.0
rainbow_slicer 7 17 3 0 1.0 1.0 0.28 0.0 0.0 0.36 1.0 0.0 0.0 0.0 0.44 0.78 0.16 0.0 0.0 0.74 0.18 0.24 0.39 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
paddlewheel 8 17 5 15 1.0 1.0 0.0 0.0 0.0 0.51 0.07 0.09 0.0 0.0 0.09 0.3 0.14 0.0 0.0 0.77 0.0 0.0 0.0 0.0 1.0 0.21 0.2 0.28 0.0 0.0 0.0 0.0 0.0 0.0
s2l_multicube 1 0 6 1 1.0 1.0 0.49 0.0 0.0 0.19 0.0 0.0 0.92 0.0 0.0 0.0 0.0 0.21 0.0 1.0 0.11 0.02 0.66 0.0 0.24 0.0 0.0 0.02 0.0 0.0 0.0 0.0 0.0 0.0
rotx_multicube 1 17 6 1 1.0 1.0 0.0 0.0 0.0 0.13 0.0 0.0 0.97 0.0 0.16 0.0 0.0 0.21 0.0 1.0 0.23 0.52 1.0 0.0 0.19 0.0 0.0 0.02 0.0 0.0 0.0 0.0 0.0 0.0
cornergrow 16 18 0 0 1.0 1.0 0.0 0.0 0.0 0.99 0.79 0.0 1.0 0.0 0.06 0.21 0.46 0.41 0.0 0.17 0.19 0.36 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
soundcube 1 6 14 0 1.0 1.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 1.0 0.0 0.43 0.08 0.0 1.0 1.0 0.74 0.44 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
rot_circle 21 3 17 0 1.0 1.0 0.72 0.0 0.0 0.17 0.1 0.0 0.0 0.0 1.0 0.5 0.94 0.0 0.0 0.02 0.09 0.47 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
fireballs 46 5 17 0 1.0 1.0 0.65 0.0 0.0 0.11 0.81 0.0 0.0 0.0 1.0 0.39 0.0 0.31 0.0 0.19 0.32 0.47 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
waschmaschine 47 1 17 0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.07 0.0 0.0 0.0 0.0 0.0 0.4 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
soundslicer 2 18 9 0 1.0 1.0 0.31 0.0 0.0 0.54 0.35 0.57 0.35 0.0 0.17 0.13 0.04 0.06 0.0 1.0 0.26 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
flag 31 18 17 0 1.0 1.0 0.24 0.0 0.0 0.37 0.31 0.02 0.35 0.0 0.17 0.13 0.04 0.06 0.0 0.43 0.1 0.0 0.0 0.0 1.0 0.5 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
mirrorsnake 30 1 17 24 1.0 1.0 0.87 0.0 0.0 0.74 0.0 0.0 0.0 0.0 1.0 0.0 0.0 1.0 0.0 1.0 0.33 0.02 0.66 0.0 1.0 0.44 0.0 0.02 0.0 0.0 0.0 0.0 0.0 0.0
mirror_orbiter 36 24 18 24 1.0 1.0 0.0 0.0 0.0 0.46 0.39 0.29 0.16 0.0 0.3 0.12 0.25 0.36 0.0 0.59 0.42 0.16 0.0 0.0 0.65 0.0 0.0 0.14 0.0 0.0 0.0 0.0 0.0 0.0
fluffyballs 41 19 17 13 1.0 1.0 0.39 0.0 0.0 0.1 0.45 0.11 1.0 0.0 0.09 0.0 1.0 0.0 0.0 0.18 0.17 0.05 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
rot_fulldrip 41 17 1 0 1.0 1.0 0.61 0.0 0.0 0.17 0.51 0.0 0.64 0.0 0.26 0.33 0.41 0.0 0.0 0.18 0.59 1.0 0.0 0.0 1.0 0.28 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
krazy 1 1 26 17 1.0 1.0 0.0 0.0 0.0 0.82 0.28 0.19 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 1.0 0.52 0.0 0.0 0.28 0.25 0.27 0.0 0.0 0.0 0.0 0.0 0.0 0.0
mirrorequalizer 23 19 6 24 1.0 1.0 0.0 0.0 0.0 0.0 0.31 0.31 0.3 0.0 0.0 0.09 0.36 0.42 0.0 0.87 0.2 0.0 0.0 0.0 0.2 0.25 0.27 0.0 0.0 0.0 0.0 0.0 0.0 0.0
tornado 42 19 24 17 1.0 1.0 0.0 0.0 0.0 0.8 0.38 0.0 0.0 0.0 0.0 0.09 0.36 0.42 0.0 1.0 0.2 0.0 0.0 0.0 0.28 0.0 0.0 0.03 0.0 0.0 0.0 0.0 0.0 0.0
dancingorbiter 36 19 24 17 1.0 1.0 0.0 0.02 0.0 0.39 0.09 0.7 0.76 0.0 0.0 0.09 0.36 0.42 0.0 0.21 0.64 0.17 0.0 0.0 0.0 0.0 0.38 0.0 0.0 0.0 0.0 0.0 0.0 0.0
mirrorcircles 22 18 24 17 1.0 1.0 0.0 0.0 0.0 0.19 0.09 0.7 0.76 0.0 0.11 0.09 0.36 0.0 0.0 0.21 0.64 0.17 0.0 0.0 0.13 0.09 0.06 0.0 0.0 0.0 0.0 0.0 0.0 0.0
blue_waft 45 14 0 23 1.0 1.0 0.46 0.0 0.0 0.27 0.16 0.0 0.0 0.0 0.1 0.7 0.5 0.54 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.52 0.17 0.0 0.0 0.0 0.0 0.0 0.0 0.0
